id,sub_category,code,description,is_active,local_code
11955,ELECTROTHERAPY,97035,Ultrasound Therapeutic,TRUE,
11956,ELECTROTHERAPY,20979,Therapeutic Ultrasound - Bone,TRUE,
11957,ELECTROTHERAPY,97032,Tens,TRUE,
11958,ELECTROTHERAPY,97140,Manual Therapy,TRUE,
11959,ELECTROTHERAPY,97124,Therapeutic Massage,TRUE,
11960,ELECTROTHERAPY,96002,Electromyography (EMG) Physiotherapy,TRUE,
11961,ELECTROTHERAPY,0278T,Interferential (Ift) Therapy,TRUE,
11962,ELECTROTHERAPY,0101T,Shock Wave Therapy,TRUE,
11963,ELECTROTHERAPY,97033,Iontophoresis,TRUE,
11964,ELECTROTHERAPY,90901,Biofeedback Training,TRUE,
11965,ASSISSTIVE DEVICE,97761,Limb Orthotic Therapy,TRUE,
11966,ASSISSTIVE DEVICE,97760,Fitting Mobility / Assistive Device,TRUE,
11967,ASSISSTIVE DEVICE,29125,Non Moveable Splint (Fore Arm),TRUE,
11968,ASSISSTIVE DEVICE,29505,Long Leg Splinting,TRUE,
11969,ASSISSTIVE DEVICE,29515,Below Knee Splinting,TRUE,
11970,ASSISSTIVE DEVICE,29530,Knee Strapping,TRUE,
11971,ASSISSTIVE DEVICE,29540,Ankle/ Foot Strapping,TRUE,
11972,ASSISSTIVE DEVICE,97542,Wheelchair Training - Physiotherapy,TRUE,
11973,HYDROTHERAPY,97022,Whirlpool Therapy (Aquatic Therapy),TRUE,
11974,HYDROTHERAPY,97113,Hydrotherapy,TRUE,
11975,HYDROTHERAPY,97036,Hydrotherapy - Hubbard,TRUE,
11976,HYDROTHERAPY,97016,Decongestive Physiotherapy,TRUE,
11977,SPORT THERAPY,97170,Sport Physiotherapy,TRUE,
11978,SPORT THERAPY,97171,Sport Physiotherapy - Review,TRUE,
11979,SPORT THERAPY,97172,Sport Physiotherapy - Evaluation,TRUE,
11980,SPORT THERAPY,97750,Physical Performance Test,TRUE,
11981,PAEDIATRIC PHYSIOTHERAPY,97162,Neurodevelopmental Therapy,TRUE,
11982,PAEDIATRIC PHYSIOTHERAPY,99391,Paediatric Physiotherapy -Neonates,TRUE,
11983,PAEDIATRIC PHYSIOTHERAPY,99392,Paediatric Physiotherapy - 1 - 4 Years,TRUE,
11984,PAEDIATRIC PHYSIOTHERAPY,99393,Paediatric Physiotherapy - 5 - 11 Years,TRUE,
11985,PAEDIATRIC PHYSIOTHERAPY,99394,Preventive Health Education - 12 - 17 Years,TRUE,
11986,PREVENTIVE MEDICINE,99395,Preventive Health Education - 18 - 39 Years,TRUE,
11987,PREVENTIVE MEDICINE,99396,Preventive Health Education - 40-64 Years,TRUE,
11988,PREVENTIVE MEDICINE,99397,Geriatric Health Education - Above 65 Years,TRUE,
11989,PREVENTIVE MEDICINE,99404,Preventive Physiotherapy Counseling,TRUE,
11990,PREVENTIVE MEDICINE,99412,Therapeutic Health Education,TRUE,
11991,PREVENTIVE MEDICINE,97150,Group Therapy,TRUE,
11992,ACUPUNCTURE,97811,Acupuncture,TRUE,
11993,ACUPUNCTURE,97814,Acupuncture With Electrical Stimulation,TRUE,
11994,NEURO-REHABILITATION,99091,Physiotherapeutic Report,TRUE,
11995,NEURO-REHABILITATION,99600,Community Based Rehabilitation,TRUE,
11996,NEURO-REHABILITATION,93797,Cardiac Rehabilitation,TRUE,
11997,NEURO-REHABILITATION,0310T,Motor Function Mapping of Arm or Leg,TRUE,
11998,NEURO-REHABILITATION,97799,Exercise Therapy Paralytic Condition,TRUE,
11999,NEURO-REHABILITATION,97112,Facial Paralysis Exercise,TRUE,
12000,NEURO-REHABILITATION,97163,Neurofacilitation Therapy,TRUE,
12001,NEURO-REHABILITATION,97039,Neuromuscular Rehabilitation,TRUE,
12002,NEURO-REHABILITATION,0106T,Sensory Assessment - Deep Touch,TRUE,
12003,NEURO-REHABILITATION,0108T,Sensory Assessment - Cold Touch,TRUE,
12004,NEURO-REHABILITATION,0109T,Sensory Assessment - Heat Touch,TRUE,
12005,NEURO-REHABILITATION,0110T,Sensory Assessment - Superficial Touch,TRUE,
12006,NEURO-REHABILITATION,99450,Disability Assessment,TRUE,
12007,NEURO-REHABILITATION,97537,Ergonomic Assessment,TRUE,
12008,NEURO-REHABILITATION,95831,Muscle Strenght Grading - Limbs,TRUE,
12009,NEURO-REHABILITATION,95832,Muscle Strenght Grading - Hand,TRUE,
12010,NEURO-REHABILITATION,95833,Muscle Strength Grading - Body,TRUE,
12011,NEURO-REHABILITATION,95851,Range of Motion / Rom Axial Skeleton,TRUE,
12012,NEURO-REHABILITATION,95852,Range of Motion/ Rom Appendicular,TRUE,
12013,OCCUPATIONAL THERAPY,99455,Adaptive Skill Training,TRUE,
12014,OCCUPATIONAL THERAPY,0373T,Behavioral Modification Management,TRUE,
12015,OCCUPATIONAL THERAPY,97532,Cognitive Skills,TRUE,
12016,OCCUPATIONAL THERAPY,99403,Functional Counseling,TRUE,
12017,OCCUPATIONAL THERAPY,97755,Hand Function Skills,TRUE,
12018,OCCUPATIONAL THERAPY,99336,Adl's Functional Skills Training,TRUE,
12019,OCCUPATIONAL THERAPY,97167,Rehabilitation Occupational Therapy,TRUE,
12020,OCCUPATIONAL THERAPY,99509,Productivity Activities,TRUE,
12021,OCCUPATIONAL THERAPY,90836,Psychosocial Intervention,TRUE,
12022,OCCUPATIONAL THERAPY,97168,Remedial Activities,TRUE,
12023,OCCUPATIONAL THERAPY,97535,Self Care Activities,TRUE,
12024,OCCUPATIONAL THERAPY,98960,Self Care Skills Training,TRUE,
12025,OCCUPATIONAL THERAPY,97533,Sensory Integration / Stimulation Training,TRUE,
12026,OCCUPATIONAL THERAPY,97165,Occupational Therapy Physical – Follow up,TRUE,
12027,OCCUPATIONAL THERAPY,92526,Dysphagia Management,TRUE,
12028,OCCUPATIONAL THERAPY,90882,Learning Difficult Management,TRUE,
12029,OCCUPATIONAL THERAPY,97166,Occupational Therapy at Rehabilitation Village,TRUE,
12030,OCCUPATIONAL THERAPY,99456,Occupational Therapy Working Area Visit,TRUE,
12031,OCCUPATIONAL THERAPY,98961,Closed Group Therapy,TRUE,
12032,OCCUPATIONAL THERAPY,98962,Open Group Therapy,TRUE,
12033,OCCUPATIONAL THERAPY,96127,Behavioral Assessment,TRUE,
12034,OCCUPATIONAL THERAPY,96152,Psychoeducation - Occupational Therapy,TRUE,
12035,OCCUPATIONAL THERAPY,0368T,Orientation On Protocol and Procedure,TRUE,
12036,OCCUPATIONAL THERAPY,0369T,Re-Orientation On Protocol and Procedure,TRUE,
12037,OCCUPATIONAL THERAPY,99402,Preventive Counseling,TRUE,
12038,OCCUPATIONAL THERAPY,97545,Activity Grading,TRUE,
12039,OCCUPATIONAL THERAPY,0371T,Family Psychoeducation,TRUE,
12040,OCCUPATIONAL THERAPY,0372T,Behavioral Group Therapy,TRUE,
12041,OCCUPATIONAL THERAPY,0374T,Behavioural Modification,TRUE,
12042,SPLINTS,29105,Splints - Static / Dynamic,TRUE,
12043,SPLINTS,29126,Fore Arm Splint-Dynamic,TRUE,
12044,SPLINTS,29130,Hand Splint-Static,TRUE,
12045,SPLINTS,29131,Hand Splint-Dynamic,TRUE,
12046,SPEECH AND LANGUARGE THERAPY,92507,Speech And Language Intervention Therapy - Child / Adult,TRUE,
12047,SPEECH AND LANGUARGE THERAPY,92522,Phonological / Articulation Management,TRUE,
12048,SPEECH AND LANGUARGE THERAPY,92523,Speech and Language Comprehension Review,TRUE,
12049,SPEECH AND LANGUARGE THERAPY,92524,Voice Analysis,TRUE,
12050,SPEECH AND LANGUARGE THERAPY,92508,Speech and Language Group Therapy,TRUE,
12051,SPEECH AND LANGUARGE THERAPY,92605,Augmentative Alternative Communication Intervention,TRUE,
12052,SPEECH AND LANGUARGE THERAPY,92610,Swallowing Intervention Follow up,TRUE,
12053,SPEECH AND LANGUARGE THERAPY,96105,Expressive and Receptive Speech and Language Assessment,TRUE,
12054,SPEECH AND LANGUARGE THERAPY,92555,Auditory Assessment,TRUE,
12055,SPEECH AND LANGUARGE THERAPY,92556,Auditory and Speech Assessment,TRUE,
12056,SPEECH AND LANGUARGE THERAPY,92630,Auditory Verbal Therapy,TRUE,
12057,SPEECH AND LANGUARGE THERAPY,92633,Auditory Training,TRUE,
12058,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,99292,CPR-Resuscitation,TRUE,
12059,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,190,Anesthesia for procedure on facial bones or skull,TRUE,
12060,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,192,Anesthesia for surgery of facial bones or skull,TRUE,
12061,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,210,Anesthesia for procedure on brain,TRUE,
12062,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,211,Anesthesia for procedure to remove blood collection in brain,TRUE,
12063,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,212,Anesthesia for procedure to remove fluid in brain,TRUE,
12064,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,214,Anesthesia for procedure to create holes in skull including X-ray imaging,TRUE,
12065,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,215,Anesthesia for procedure to repair skull or skull fracture,TRUE,
12066,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,216,Anesthesia for procedure on blood vessel in brain,TRUE,
12067,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,218,Anesthesia for procedure on brain patient in sitting position,TRUE,
12068,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,220,Anesthesia for procedure to drain brain and spinal cord fluid,TRUE,
12069,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,222,Anesthesia for procedure on nerve in brain,TRUE,
12070,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,300,Anesthesia for procedure on esophagus and neck,TRUE,
12071,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,320,"Anesthesia for procedure on esophagus and neck, age 1 year or older",TRUE,
12072,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,450,Anesthesia for procedure on collar bone and shoulder blade,TRUE,
12073,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,454,Anesthesia for biopsy of collar bone,TRUE,
12074,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,470,Anesthesia for partial removal of rib,TRUE,
12075,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,472,Anesthesia for partial removal of rib and chest wall repair,TRUE,
12076,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,474,Anesthesia for partial removal of rib and chest wall reconstruction,TRUE,
12077,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,520,Anesthesia for closed procedure in chest,TRUE,
12078,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,524,Anesthesia for closed drainage of lung fluid,TRUE,
12079,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,532,Anesthesia for central vein access,TRUE,
12080,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,600,Anesthesia for procedure on upper spine and spinal cord,TRUE,
12081,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,604,"Anesthesia for procedure on spine and spinal cord, patient in sitting position",TRUE,
12082,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,620,Anesthesia for procedure on middle spine and spinal cord,TRUE,
12083,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,626,Anesthesia for procedure on middle spine and spinal cord with 1 lung ventilation,TRUE,
12084,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,630,Anesthesia for procedure on lower spine,TRUE,
12085,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,632,Anesthesia for removal of nerves in lower spine,TRUE,
12086,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,635,Anesthesia for spinal tap,TRUE,
12087,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,640,Anesthesia for closed manipulation of spine,TRUE,
12088,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,670,Anesthesia for procedure on spine and spinal cord,TRUE,
12089,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,700,Anesthesia for procedure on upper front abdominal wall,TRUE,
12090,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1112,Anesthesia for bone marrow aspiration and/or biopsy at pelvic bone,TRUE,
12091,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1120,Anesthesia for procedure on pelvic bone,TRUE,
12092,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1130,Anesthesia for application or revision of body cast,TRUE,
12093,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1140,Anesthesia for amputation of leg including pelvic bone,TRUE,
12094,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1150,Anesthesia for removal of pelvic bone tumor,TRUE,
12095,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1160,Anesthesia for procedure on pubic bone or sacroiliac joint,TRUE,
12096,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1170,Anesthesia for open procedure on pubic bone or sacroiliac joint,TRUE,
12097,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1173,Anesthesia for open repair of pelvic fracture,TRUE,
12098,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1180,Anesthesia for removal of external pelvic nerve,TRUE,
12099,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1190,Anesthesia for removal of internal pelvic nerve,TRUE,
12100,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1200,Anesthesia for closed procedure on hip joint,TRUE,
12101,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1202,Anesthesia for procedure on hip joint using an endoscope,TRUE,
12102,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1210,Anesthesia for open surgical procedure on hip joint,TRUE,
12103,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1212,Anesthesia for open hip joint dislocation,TRUE,
12104,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1214,Anesthesia for open total hip joint replacement,TRUE,
12105,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1215,Anesthesia for open revision of total hip joint replacement,TRUE,
12106,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1220,Anesthesia for closed procedure on upper two-thirds of thigh bone,TRUE,
12107,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1230,Anesthesia for open procedure on upper two-thirds of thigh bone,TRUE,
12108,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1232,Anesthesia for open amputation at upper two-thirds of thigh bone,TRUE,
12109,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1234,Anesthesia for open removal of muscle or tissue at upper two-thirds of thigh bone,TRUE,
12110,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1250,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of upper leg",TRUE,
12111,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1260,Anesthesia for procedure on veins of upper leg,TRUE,
12112,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1270,Anesthesia for procedure on arteries of upper leg,TRUE,
12113,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1320,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and/or bursae of knee",TRUE,
12114,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1340,Anesthesia for closed procedure on lower one-third of thigh bone,TRUE,
12115,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1360,Anesthesia for open procedure on lower one-third of thigh bone,TRUE,
12116,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1380,Anesthesia for closed procedure on knee joint,TRUE,
12117,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1382,Anesthesia for diagnostic examination of knee joint using an endoscope,TRUE,
12118,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1390,Anesthesia for closed procedure at kneecap and/or upper foreleg bones,TRUE,
12119,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1392,Anesthesia for open procedure at kneecap and upper foreleg bones,TRUE,
12120,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1400,Anesthesia for open or endoscopic procedure on knee including Popliteal Area,TRUE,
12121,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1402,Anesthesia for open or endoscopic total knee joint replacement,TRUE,
12122,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1404,Anesthesia for open or endoscopic procedure of dislocated knee,TRUE,
12123,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1420,"Anesthesia for knee joint cast application, removal, or repair",TRUE,
12124,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1462,"Anesthesia for closed procedure on lower leg, ankle, and foot",TRUE,
12125,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1464,Anesthesia for procedure on ankle and/or foot using an endoscope,TRUE,
12126,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1470,"Anesthesia for procedure on nerves, muscles, tendons, and fascia of lower leg, ankle, and foot",TRUE,
12127,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1472,Anesthesia for procedure to repair calf muscle tendon,TRUE,
12128,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1474,Anesthesia for procedure to repair calf muscle,TRUE,
12129,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1480,"Anesthesia for open procedure on bones of lower leg, ankle and foot",TRUE,
12130,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1482,Anesthesia for open amputation below the knee,TRUE,
12131,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1484,"Anesthesia for open reconstruction of lower leg, ankle, and/or foot bone",TRUE,
12132,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1486,Anesthesia for open total ankle joint replacement,TRUE,
12133,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1490,"Anesthesia for lower leg cast application, removal, or repair",TRUE,
12134,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1610,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of shoulder and underarm",TRUE,
12135,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1620,Anesthesia for closed procedure on upper arm bone and shoulder joint,TRUE,
12136,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1622,Anesthesia for diagnostic examination of shoulder joint using an endoscope,TRUE,
12137,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1630,Anesthesia for open or endoscopic procedure at upper arm and shoulder joint including,TRUE,
12138,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1634,Anesthesia for open or endoscopic procedure of dislocated shoulder joint,TRUE,
12139,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1636,"Anesthesia for open or endoscopic amputation of arm, shoulder blade, and collar bone",TRUE,
12140,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1638,Anesthesia for open or endoscopic total shoulder joint replacement,TRUE,
12141,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1680,"Anesthesia for cast application, removal or repair",TRUE,
12142,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1682,"Anesthesia for shoulder spica cast application, removal or repair",TRUE,
12143,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1710,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of upper arm and elbow",TRUE,
12144,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1712,Anesthesia for open incision of elbow to shoulder tendon,TRUE,
12145,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1714,Anesthesia for repair of elbow to shoulder tendon,TRUE,
12146,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1716,Anesthesia for suture of upper arm and elbow tendon to bone,TRUE,
12147,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1730,Anesthesia for closed procedure on upper arm and elbow,TRUE,
12148,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1732,Anesthesia for diagnostic examination of elbow joint using an endoscope,TRUE,
12149,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1740,Anesthesia for open or endoscopic procedure on elbow,TRUE,
12150,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1742,Anesthesia for open or endoscopic procedure at upper arm bone,TRUE,
12151,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1744,Anesthesia for open or endoscopic repair of non-healed fracture of upper arm bone,TRUE,
12152,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1756,Anesthesia for open or endoscopic surgical procedure on elbow,TRUE,
12153,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1758,Anesthesia for open or endoscopic removal cyst or tumor of upper arm,TRUE,
12154,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1760,Anesthesia for open or endoscopic total elbow joint replacement,TRUE,
12155,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1770,Anesthesia for procedure on arteries of upper arm and elbow,TRUE,
12156,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1810,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of forearm, wrist, and hand",TRUE,
12157,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1820,"Anesthesia for closed procedure on bones of forearm, wrist, or hand",TRUE,
12158,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1829,Anesthesia for diagnostic examination of the wrist using an endoscope,TRUE,
12159,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1830,"Anesthesia for open or endoscopic procedure on bones of forearm, wrist, or hand",TRUE,
12160,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1832,Anesthesia for open or endoscopic total wrist joint replacement,TRUE,
12161,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1860,"Anesthesia for forearm, wrist, or hand cast application, removal or repair",TRUE,
12162,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1916,Anesthesia for diagnostic X-ray procedure on arteries or veins,TRUE,
12163,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1924,Anesthesia for X-ray procedure on arteries,TRUE,
12164,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1925,Anesthesia for X-ray procedure on neck or heart artery,TRUE,
12165,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1926,"Anesthesia for X-ray procedure on artery in brain, heart, or major vessel of chest 
(aorta)",TRUE,
12166,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1930,Anesthesia for X-ray procedure on vein or lymph system,TRUE,
12167,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1931,Anesthesia for X-ray procedure on liver vein,TRUE,
12168,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1932,Anesthesia for X-ray procedure on chest or neck vein,TRUE,
12169,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1933,Anesthesia for X-ray procedure on brain vein,TRUE,
12170,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1935,Anesthesia for diagnostic X-ray procedure (accessed through the skin) on spine and spinal cord,TRUE,
12171,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1936,Anesthesia for X-ray procedure (accessed through the skin) on spine and spinal cord,TRUE,
12172,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1991,Anesthesia for nerve block and injection procedure,TRUE,
12173,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1992,"Anesthesia for nerve block and injection procedure, prone position",TRUE,
12174,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1996,Daily hospital management of continuous spinal drug administration,TRUE,
12175,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1999,Anesthesia procedure,TRUE,
12176,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,31500,Intubation (Intravenous Anaesthesia) /LMA /Mask -- (Inhalational Anaesthesia) /Mechanical Ventilation,TRUE,
12177,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,62320,Epidural Anesthesia,TRUE,
12178,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,62273,Epidural Patch,TRUE,
12179,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,64400,"Injection of anesthetic agent, trigeminal nerve",TRUE,
12180,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,64402,"Injection of anesthetic agent, facial nerve",TRUE,
12181,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,64405,"Injection of anesthetic agent, greater occipital nerve",TRUE,
12182,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,64408,"Injection of anesthetic agent, cranial (vagus) nerve",TRUE,
12183,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,64410,"Injection of anesthetic agent, upper spine (phrenic) nerve",TRUE,
12184,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,64413,"Injection of anesthetic agent, neck nerve bundle",TRUE,
12185,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,64415,"Injection of anesthetic agent, brachial (arm) nerve bundle",TRUE,
12186,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,64416,"Injection by continuous infusion of anesthetic agent, brachial (arm) nerve bundle",TRUE,
12187,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,64417,Injection of anesthetic agent underarm (axillary) nerve,TRUE,
12188,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,64418,"Injection of anesthetic agent, collar bone nerve",TRUE,
12189,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,36556,Insertion of central venous catheter for infusion,TRUE,
12190,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,43753,NGT insertion,TRUE,
12191,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,76937,Intravenous placement USS Guided,TRUE,
12192,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,99152,Sedation without Respiratory support - Above 5yrs,TRUE,
12193,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,99151,Sedation without Respiratory support - Under 5yrs,TRUE,
12194,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,96366,IV Side Injection,TRUE,
12195,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,93503,Continuous invasive CVP monitoring,TRUE,
12196,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,96368,Continuous Drug infusions -Inotropes/Vasoactive drugs,TRUE,
12197,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,92960,Defibrilation/Elective Cardioversion / Electrocardioversion (Resursitative Defibrillation procedure),TRUE,
12198,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,94660,Non Invasive mechanical ventilation (CPAP),TRUE,
12199,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,36620,Continuous invasive Arterial Blood Pressure (ABP) monitoring,TRUE,
12200,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,530,Anesthesia for insertion of permanent heart pacemaker,TRUE,
12201,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,534,Anesthesia for insertion or replace of pacing heart defibrillator,TRUE,
12202,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,537,Anesthesia for procedure on heart to correct abnormal rhythm,TRUE,
12203,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,539,Anesthesia for reconstruction of windpipe and lung airway,TRUE,
12204,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,540,Anesthesia for procedure in chest,TRUE,
12205,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,541,Anesthesia for procedure in chest with 1 lung ventilation,TRUE,
12206,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,542,Anesthesia for removal of lung lining,TRUE,
12207,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,546,Anesthesia for lung removal and chest wall repair,TRUE,
