id,sub_category,code,description,code
5964,211,33505,Repair of Sinus of Valsalva Fistula,33505
5965,211,33507,Coronary Artery Osteoplasty,33507
5966,211,33510,Single Vessel Coronary Artery Bypass Surgery,33510
5967,211,33511,Two Vessel Coronary Artery Bypass Surgery,33511
5968,211,33512,Tripple Vessel Coronary Artery Bypass Surgery,33512
5969,211,33514,Tripple Vessel Coronary Artery Bypass Surgery without CPB,33514
5970,211,33530,Reopening Cardiac Surgery- 1month,33530
5971,212,33600,Tricuspid Valve Cleft Repair,33600
5972,212,33602,Valve Leaflets Reconstruction,33602
5973,212,33606,Damas - Kaye Stansel Procedure,33606
5974,212,33620,Rt And Lt Pulmonary Artery Banding,33620
5975,212,33621,Asd Closure With Device,33621
5976,212,33622,Complex Intracardiac Repair,33622
5977,212,33641,"ASD Closure, Open",33641
5978,212,33645,ASD Closure + Roofing of SVC,33645
5979,212,33647,VSD And ASD Closure,33647
5980,212,33675,Multiple VSD Closure,33675
5981,212,33676,VSD or ASD Closure- Device,33676
5982,212,33681,"VSD Closure, Open",33681
5983,212,33690,Banding Pulmonary Artery,33690
5984,212,33692,Complete Tof Repair,33692
5985,212,33724,Tapvc Repair,33724
5986,212,33755,Waterston Procedure,33755
5987,212,33762,Blalock - Taussig Shunt (Bt Shunt),33762
5988,212,33764,Modified Blalock - Taussig Shunt (Modified BT Shunt),33764
5989,212,33766,Glenn Procedure,33766
5990,212,33768,Removal of Congenital Extra Vena Cava,33768
5991,212,33783,VSD Closure and Arterial Switch,33783
5992,212,33788,Pumonary Artery Conduit(Truncus),33788
5993,212,33820,"Pda Closure, Open",33820
5994,212,33822,Pda Device Closure,33822
5995,212,33930,Cardio-Pulmonary Harvest,33930
5996,212,33935,Cardio-Pulmonary Transplant,33935
5997,212,33940,Preoperative Cardiac Preservation,33940
5998,212,33945,Cardiac Transplant,33945
5999,212,33952,Insertion of Extracorporeal Membrane Oxygenation (ECMO),33952
6000,212,33953,Extracorporeal Membrane Oxygenation (ECMO),33953
6001,212,33967,Insertion of Intra-Aortic Balloon Assist Device,33967
6002,212,33968,Removal of Intra-Aortic Balloon Assist Device,33968
6003,213,34101,Embolectomy Great Artery on CPD,34101
6004,213,34111,Embolectomy Great Artery,34111
6005,213,34151,Embolectomy Arterial Peripheral,34151
6006,213,34401,Embolectomy In Peripheral Veins,34401
6007,213,34421,Embolectomy In Vena Cava,34421
6008,213,34471,Embolectomy In Neck Vein,34471
6009,213,34490,Embolectomy Underarm And Upper Chest Vein,34490
6010,213,34502,Reconstruction of Vena Cava,34502
6011,213,34520,Venous Stripping,34520
6012,213,34800,Abdominal Aortic Aneurysm Repair with Prosthesis on CPD,34800
6013,213,34802,Abdominal Aortic Aneurysm Repair without Prosthesis,34802
6014,213,34813,Vasclar Surgery with Prosthesis - Thigh,34813
6015,213,34820,Vasclar Surgery without Prosthesis - Thigh,34820
6016,213,34821,Thoracic Aortic Aneurysm Stenting,34821
6017,213,34825,Abdominal or Femoral Vascular Aneurysm Stenting,34825
6018,213,34826,Abdominal Aortic Aneurysm Repair with Prosthesis,34826
6019,213,34839,Aortic Baloon Therapy,34839
6020,213,34900,Femoral Graft Placement,34900
6021,213,35583,Peripheral Vascular Bypass Graft,35583
6022,213,35901,Infected Graft Revision- Peripheral,35901
6023,213,35907,Infected Graft Revision- Open Procedure,35907
6024,213,36000,Venous Cannulation,36000
6025,213,36002,Embolization,36002
6026,213,36479,Laser Vascular Therapy,36479
6027,213,36555,Central Venous Line,36555
6028,213,36590,Removal of Peripheral Venous Catheter,36590
6029,213,36569,Permanent Vascular Catheterazation,36569
6030,213,36640,Arterial Line Insertion,36640
6031,213,36818,Arteriovenous Fistular,36818
6032,213,37200,Transcatheter Biopsy of Blood Vessel,37200
6033,213,37237,Peripheral Vascular Stent Insertion,37237
6034,213,37605,Major Vascular Ligation,37605
6035,213,37607,Peripheral Arterio Venous Ligation,37607
6036,213,37609,Vascular Biopsy and Ligation,37609
6037,213,37722,Vascular Stripping,37722
6038,213,37735,High Ligation and Stripping,37735
6039,213,37765,Multiple Venoligation,37765
6040,213,37780,Venoligation- Trauma,37780
6041,213,37785,Venoligation- Varicose,37785
6042,214,92920,Percutaneous Coronary Balloon Angioplasty,92920
6043,214,92929,Percutaneous Coronary Stenting,92929
6044,214,92941,Emergency Percutaneous Coronary Embolectomy and Stenting/Balloon,92941
6045,214,92975,Intracoronary Thrombolytic Infusion with X-Ray,92975
6046,214,92977,Intracoronary Thrombolytic Infusion,92977
6047,214,92986,Percutaneous Aorta Valve Repair,92986
6048,214,92987,Percutaneous Mitral Valve Repair,92987
6049,214,92990,Percutaneous Pulmonary Valve Repair,92990
6050,214,92998,Percutenous Pulmonary Artery Balloon,92998
6051,214,93015,Stress Test/ Trademill Test,93015
6052,214,93017,Drug Induced Stress ECG,93017
6053,214,93224,Holter Monitor 48hr,93224
6054,214,93228,Holter Monitor 24hr,93228
6055,214,93272,Cardiac Monitor-24hr,93272
6056,214,93297,Pacemaker Interrogation,93297
6057,214,93299,CRDT Interrogation,93299
6058,214,93306,Advanced/Detailed Echo,93306
6059,214,93307,Echo Cardiogram,93307
6060,214,93308,Echo Follow up,93308
6061,214,93312,Trans Esophageal Echo,93312
6062,214,93350,Stress Echo,93350
6063,214,93530,Diagnostic Coronary Catheterization,93530
6064,214,93784,Ambulatory Blood Pressure,93784
6065,214,95885,EMG Standard,95885
6066,215,61107,Subdural Tapping (Insertion of Brain Drainage Catheter or Fluid Pressure Recording or Monitoring Device),61107
6067,215,61521,Brain Abcess,61521
6068,215,61538,Burr Hole for Evacuation,61538
6069,215,61540,Craniotomy for Posterior,61540
6070,215,61590,Craniotomy for Olfactory,61590
6071,215,61888,Craniotomy for Right Frontal,61888
6072,215,61512,Craniotomy for Meningioma,61512
6073,215,61510,Craniotomy for Tumour,61510
6074,215,62000,Skull Elevation (Elevation of Depressed Skull Fracture),62000
6075,215,61500,Skull Exostosis Excision (Removal of Brain Tumor or Other Skull Bone Lesion),61500
6076,215,61546,Craniotomy for Pituitary (Incision of Forehead Bone for Excision of Pituitary Gland Tumor),61546
6077,215,62252,Glomus Jugulare Tumour,62252
6078,215,63704,Ant Fontenele Meningocele (Repair of (Less than 5 Centimeter) Spinal Cord Defect),63704
6079,215,62005,Skull Elevation (Elevation of Depressed Skull Fractures),62005
6080,215,62100,Naso Encephabulle Repair (Repair of Membrane Covering the Brain),62100
6081,215,62120,Encephalocele Closure/Repair,62120
6082,215,62141,Cranioplasty,62141
6083,215,61548,Gastrectomy for Pituitary (Excision of Pituitary Gland Tumor),61548
6084,215,62230,Revision VP Shunt (Replacement or Revision of Brain Fluid Drainage Shunt Valve or Catheter),62230
6085,215,62256,Shunt Removal (Removal of Brain and Spinal Fluid Shunt System),62256
6086,215,62225,VP Shunt and SBH Evacuation (Replacement or Irrigation of Brain Fluid Drainage Shunt Catheter),62225
6087,215,61000,Subdural Tapping,61000
6088,215,61108,Right Burr Holes for SDH,61108
6089,215,61150,Brain Abcess,61150
6090,215,61305,Craniotomy for Posterior,61305
6091,215,61312,Subdural Haematoma,61312
6092,215,61313,Craniotomy for Olfactory,61313
6093,215,61154,Burr Hole and Haematoma,61154
6094,215,61250,Burr Hole and Evacuation CSDH,61250
6095,215,61314,Evaculation for Chronic,61314
6096,215,61514,Ocipital Meningocele Excision,61514
6097,215,61520,Olfactory Groove Mengioma,61520
6098,215,61570,Craniotomy for Bullet / Foreign Body,61570
6099,215,62010,Ds And Skull Elevation and EF,62010
6100,215,62117,Encephaocele Repair,62117
6101,215,62121,Ocipital Enephalocele Repair,62121
6102,215,61575,"Transoral Approach Skullbase Bx,Tomor Excision",61575
6103,215,61605,"Resection On Neoplastic,Vascular,Infectious Lesion Infratemporal Fossae",61605
6104,215,61606,Infratemporal Fossa with Duroplasty/Grafting,61606
6105,215,61609,Transection/Ligation Carotid Artery,61609
6106,215,61612,Transection/Ligation Carotid Artery with Repair,61612
6107,215,61613,"Obliteration of Carotid Aneurysm, AVN by Microscope",61613
6108,215,61618,Secondary Repair of Dura for CSF Leaking,61618
6109,215,61624,"Transcatheter Permanent Occlusion ,Embolization Intracranial",61624
6110,215,61700,Aneurysmal Creeping Intracranial,61700
6111,215,62201,ETV (Stereotactic Creation of Spinal Fluid Drainage Tract in the Brain using an Endoscope),62201
6112,215,61698,Aneurysmal Cliping (Repair of Bulging of Blood Vessel (Aneurysm) in Brain),61698
6113,215,62165,Removal of Pituitary Gland Tumor using an Endoscope,62165
6114,216,22554,"ACDF (Fusion of Spine Bones with Removal of Disc at Upper Spinal Column, Anterior Approach)",22554
6115,216,22612,Spinal Stabilization Trans,22612
6116,216,22552,Anterior/ Posterior Cervical,22552
6117,216,22845,C3-C4 Laminectomy Under C-Arm,22845
6118,216,63075,Anterior Cervical Caging (Removal of Upper Spine Disc and Release of Spinal Cord and/or nerves),63075
6119,216,22846,C4-C5 Coperctomy Cage and,22846
6120,216,22847,C4-C5c5-C6 Ventral Fusion,22847
6121,216,64634,Percutaneous Discectomy Cervical,64634
6122,216,22851,Synthetic Caging Cervical,22851
6123,217,22630,L2-L3 Caopectomy and,22630
6124,217,22632,L4-L5 Fusion,22632
6125,217,22840,Revision Transpedicular,22840
6126,217,63017,Lumbar Canal Decompression,63017
6127,217,63020,Lumbar Decompression,63020
6128,217,63015,Discectomy L4-L5,63015
6129,217,63045,Laminectomy L3-L5,63045
6130,217,63046,Laminectomy L4-L5 Under C,63046
6131,217,63047,Laminectomy T11-T12,63047
6132,217,63048,Laminectomy T12-L1,63048
6133,217,63056,DECOMPRESION L4-L5.L5-S1(Release of Lower Spinal Cord and/or Nerves),63056
6134,217,63307,Retroperitoneal L2-L3,63307
6135,217,63700,SB Closure,63700
6136,217,63706,Revision Wound for SB Repair,63706
6137,217,63702,SB Repair,63702
6138,217,22849,Revision Instrument L4-L5,22849
6139,217,22859,Carpectomy and Meshed Cage,22859
6140,217,63030,Discectomy L4-L5/L5-S1,63030
6141,217,63057,Fusion L3-S1 (Release of Middle or Lower Spinal Cord and/or Nerves),63057
6142,217,63035,Disfraciculation LT Hip/Wide,63035
6143,217,63050,Ilistrumented Fusion L5-S1,63050
6144,217,64490,Lumber Facet Injection L4-L5,64490
6145,217,22633,L4-L5 Fusion Under Image,22633
6146,217,22634,L4-L5 And L5-S1 Epidural,22634
6147,217,22800,L4-L5 Decompression Under C -Arm,22800
6148,217,22812,L4-L5l5-S1 Decompresion,22812
6149,217,22804,L5 Si Decompressive And,22804
6150,217,22808,L5-S1 Facet Injection Under C,22808
6151,217,22810,L5-Si Laminectomy,22810
6152,217,22818,Laminectomy L3-L4,22818
6153,217,22830,Laminectomy L2-L3 Under C,22830
6154,217,,Laminectomy L3-L4 L5-S1,
6155,217,62278,Percutaneous Discectomy Lumbar,62278
6156,218,62311,Epidural Injection T12-L1,62311
6157,218,63055,Thoracic Spine Stabilization (Release of Middle Spinal Cord and/or Nerves),63055
6158,218,22842,Instrumentation T12-L4 Under C-Arm,22842
6159,218,63086,T12-L1 Decompression And,63086
6160,218,63087,T12-L1-L2l4 stabilization,63087
6161,218,63088,T12-L1l2 Instrumentation,63088
6162,218,63089,T2-T1 Fixation with Pedicle,63089
6163,218,63276,Spinal Tumour Exicision And,63276
6164,218,63064,T3 Decompression,63064
6165,218,63085,T12 Decompression,63085
6166,218,22802,Arthrodesis of 6 Vertebral SEG,22802
6167,218,22819,Kyphectomy (Resection Vert SEG),22819
6168,219,23040,Arthrotomy Shoulder,23040
6169,219,23120,Bone Nibbling Clavicle,23120
6170,219,23430,Repair-Biceps,23430
6171,219,23655,Recurrent Shoulder,23655
6172,219,23802,Arthrodesis-Shoulder Joint,23802
6173,219,23900,Forequarter Amputation,23900
6174,219,23935,Arthrolysis,23935
6175,219,15101,Skin-Graft Shoulder,15101
6176,219,23065,Biopsy Shoulder,23065
6177,219,23330,Debridment Shoulder,23330
6178,219,23921,Disarticulation-Shoulder,23921
6179,219,24075,Tumour Excision,24075
6180,219,24079,Tumour Debukling And Biopsy,24079
6181,219,23540,Ac Joint Sublaxation,23540
6182,219,23550,Orif Acj,23550
6183,219,23500,Closed Treatment Clavicle,23500
6184,219,23515,Orif Clavicle,23515
6185,219,23570,Closed Treatment Scapula,23570
6186,219,23585,ORIF Treatment Scapula,23585
6187,219,23675,Closed Treatment of Shulder Dislocation,23675
6188,219,23680,ORIF Shoulder Dislocation,23680
6189,220,20200,Biopsy Elbow,20200
6190,220,15736,Reverse Radial Flap Elbow,15736
6191,220,24006,Gout Tophies Debridement,24006
6192,220,24076,Elbow Joint Toilet-Bx,24076
6193,220,24134,Sequstrectomy Humerus,24134
6194,220,24341,Elbow Reconstruction,24341
6195,220,24342,Repair-Triceps,24342
6196,220,24345,Elbow Reconstruction,24345
6197,220,24362,Reconstraction Elbow,24362
6198,220,24400,Co Humerus,24400
6199,220,24435,Revision ORIF Humerus,24435
6200,220,24515,Dcp Humeerus,24515
6201,220,24675,EF Trans Elbow,24675
6202,220,24685,Plating Olecranon,24685
6203,220,24800,Arthrodesis-Elbow Joint,24800
6204,220,28341,Revision Surgery Right Elbow,28341
6205,220,20550,Injection Bursa,20550
6206,220,12006,SSG Arm,12006
6207,220,24101,Excision Lateral Epicondyle,24101
6208,220,24358,Lateral Epicondyle Excision Arthroscopically,24358
6209,220,24359,Epicondyle Excision,24359
6210,220,24360,Elbow Reconstrunction under C-Arm,24360
6211,220,24579,T/Plate/Sign Nail Humerus,24579
6212,220,24620,Closed Reduction Elbow,24620
6213,220,24635,Open Reduction Elbow,24635
6214,220,24640,Trans Elbow EF,24640
6215,220,24900,Above Elbow Amputation,24900
6216,220,24920,Disarticulation-Elbow / Amputation-through Arm,24920
6217,221,11603,"Incisional Bx Forearm, Humerus, Shoulder",11603
6218,221,20670,"Removal of K-Wire, Rush Rod, Screw, R/U, Humerus, Ankle, etc.",20670
6219,221,20690,EF Radius / Ulna / Tibia,20690
6220,221,20900,Bone Nibbling Radius / Tibia / Femur,20900
6221,221,25275,Repair-Hand Extensor / Flexor Tendon,25275
6222,221,25350,Co Distal Radius,25350
6223,221,25415,Revision ORIF Radius,25415
6224,221,25606,EF Extension Upper Limb,25606
6225,221,25607,Volar Plate Redius,25607
6226,221,25905,Amputation Forearm,25905
6227,221,25924,Disarticulation-Wrist,25924
6228,221,26055,Co and 1st and 2nd Proximal,26055
6229,221,64718,Darach Procedure Ulna,64718
6230,221,64719,Ulna Nerve Exploration,64719
6231,221,11043,Debridement And EF,11043
6232,221,24152,Bone Excision Radius,24152
6233,221,24164,Excision Radial Head,24164
6234,221,25111,Gandlion Excision Wrist,25111
6235,221,25112,Granuloma Excision,25112
6236,221,25320,Open Reduction Lunate,25320
6237,221,25355,Co Radius,25355
6238,221,25405,Decortication Radius,25405
6239,221,25574,EF Radius / Ulna,25574
6240,221,25600,Close Reduction MPI Open 1st,25600
6241,221,29805,DX Shoulder Arthroscopically,29805
6242,221,29824,Mumford Procedure,29824
6243,221,29826,ACJ Decompresion by Endoscopy,29826
6244,221,23470,HA Shoulder,23470
6245,221,23472,TSA Total Shoulder Arthroplasty,23472
6246,222,25635,Scaphoid Bone Reduction,25635
6247,222,25800,Arthrodesis-Wrist Joint,25800
6248,222,26350,Repair-Hand -Flexor (One / Two),26350
6249,222,26548,Bilateral Vollar Plate Both,26548
6250,222,26565,Corrective Osteatomy,26565
6251,222,26850,Arthrodesis 1st MCP Joint,26850
6252,222,26951,Flexor / Extensor Tendon Repair Hand,26951
6253,222,25071,Excision Biopsy Hand,25071
6254,222,25825,Lunate Excision,25825
6255,222,27640,Exostosis Removal R/U,27640
6256,222,64721,Bilateral Carpal Tunnel (Surgery),64721
6257,223,20240,"Bone Biopsy Pelvis, Femur, Tibia, Humerus etc.",20240
6258,223,20245,Biopsy Acetabular,20245
6259,223,27030,Arthrotomy Hip,27030
6260,223,27052,Synovectomy BX Hip,27052
6261,223,27125,HA,27125
6262,223,27130,Cemented THR,27130
6263,223,27134,Revision Total Hip,27134
6264,223,27158,Acetabular Re-Construction,27158
6265,223,27215,Plating Ilium,27215
6266,223,27218,Plating Si Joint,27218
6267,223,27236,Revision HA,27236
6268,223,27266,Revision Hip Reduction and K,27266
6269,223,27275,Closed Reduction Total Hip,27275
6270,223,27280,Arthrodesis-Hip,27280
6271,223,27295,Hip Disarticularion,27295
6272,223,27360,Saucerization Hip Joint/Femur/Tibia/Humerus/R-U,27360
6273,223,27442,Total-Knee Replacement,27442
6274,223,11101,Excision of Bone Hip,11101
6275,223,15110,Skin Grafting,15110
6276,223,27217,Plating Pubis Symphisis,27217
6277,223,27227,Symphysis Plate Acetabular,27227
6278,223,27235,Hip Srew Under C Arm,27235
6279,223,27253,Open Reduction EF Hip,27253
6280,223,27137,THA Revison Femoral Compnent,27137
6281,223,27138,THA Revison Acetabular Component,27138
6282,223,27132,Conversional HA to THA,27132
6283,223,27299,Pemberton Osteotomy,27299
6284,223,27258,ORIF Congenital / Developmental or Pathological Hip Dislocation(Tenotomy),27258
6285,223,27175,Treatment of Slipped Growth Plate at Upper thigh Bone,27175
6286,224,11605,Biops And Grafting Femur,11605
6287,224,20270,Arthrotomy Knee,20270
6288,224,20610,Skeletal-Traction,20610
6289,224,20650,Skin-Traction,20650
6290,224,20694,Cbp and Bone Graft,20694
6291,224,20838,Revision Amputation AKA,20838
6292,224,27422,Repair-Knee Medial/Lateral Colateral Ligament,27422
6293,224,26605,Fracture Closed-Reduction,26605
6294,224,27040,Synovial Biopsy Knee,27040
6295,224,27245,"Revision Plate, Sign Nail, Shc/Angled Plate Femur",27245
6296,224,27331,Arthrotomy of BX Knee,27331
6297,224,27334,Synovectomy Knee Joint,27334
6298,224,27345,Bakers Cyst Excision Knee,27345
6299,224,27386,Quadriceps Tendon Repair,27386
6300,224,27506,Antegrade / Retrograde Sign Nail Femur / Tibia / Humerus,27506
6301,224,27507,Sign Nail Biopsy Femur,27507
6302,224,27515,Condylar Butress Plate Femr,27515
6303,224,27580,Arthrodesis- Knee/Ankle,27580
6304,224,27590,Modular Transfemoral,27590
6305,224,27964,Amputation Stump Femur,27964
6306,224,28035,Posterior Release of (Release of Nerve Between Tissue and Bone of Foot),28035
6307,224,29830,Diagnostics-Arthroscopy,29830
6308,224,29850,Medial Collateal Ligament,29850
6309,224,29873,Total Release-Knee,29873
6310,224,29875,Arthroscopy Knee,29875
6311,224,29882,Arthroscopy Reconstruction,29882
6312,224,29887,Arthroscopy,29887
6313,224,11045,Debridement,11045
6314,224,15050,Skin Grafting Kneeand,15050
6315,224,27244,DHS,27244
6316,224,27248,Sign Nail Revision,27248
6317,224,27310,Arthrotomy and Biopsy,27310
6318,224,27420,Demedialiazation Patela,27420
6319,224,27440,Total Knee Revision,27440
6320,224,27445,Total Knee Replacement,27445
6321,224,27450,Bilateral Co Both Femurs,27450
6322,224,27508,ESIN Femur,27508
6323,224,27511,Compression Screw Femur,27511
6324,224,27513,"Co and Butress Plating, Pinning",27513
6325,224,26520,Capsulloraphy Patella,26520
6326,224,27524,TBW Patella,27524
6327,224,27530,Trans Knee EF,27530
6328,224,27598,Disarticulation-Knee,27598
6329,224,27695,LCL Repair,27695
6330,224,27724,Masquellete Technique,27724
6331,224,27752,Fracture Closed-Reduction,27752
6332,224,27758,Blade Plate CBP,27758
6333,224,29880,Medial Meniscetomy,29880
6334,224,29870,DX Arthroscopy,29870
6335,224,29881,Arthroscipic meniscectomy / shaving,29881
6336,224,29888,ACL Repair Arthroscopically,29888
6337,224,29889,Pcl Repair Arthroscopically,29889
6338,224,27418,Medialization of Patella (ORIF),27418
6339,224,29877,Medialization of Patella (Arthroscopically ),29877
6340,224,29999,MCL & ACL Repair Arthroscopically,29999
6341,224,,,
6342,225,11042,Skin Graft Leg,11042
6343,225,15100,Soleus Flap Rotation,15100
6344,225,13122,Biopsy Leg,13122
6345,225,20201,Biopsy P/3Tibia and Trans,20201
6346,225,20692,"Ankle, Knee Spanning SD/ EF T/F",20692
6347,225,20693,"EF/Hoffman Revision/Adjustment/ Tibia/Fibula,Femur",20693
6348,225,22853,Double Butress Plate,22853
6349,225,27536,T Plateau Fracture Revision,27536
6350,225,27610,Joint Toilet Ankle,27610
6351,225,27620,Arthrotomy Ankle,27620
6352,225,27635,Anterior Bone Block Excion,27635
6353,225,27650,Achiles Tendon Repair,27650
6354,225,27696,Ankle Reconstruction (Repair of Disruption of Both Collateral Ligaments of Ankle),27696
6355,225,27700,Ankle Reconstraction,27700
6356,225,27704,Angles Plate Removal,27704
6357,225,27705,CO And EF Tibia,27705
6358,225,27709,CO Tibia,27709
6359,225,27722,Grafting Tibia,27722
6360,225,27759,Bilateral Sign Nailing Tibia,27759
6361,225,27825,Ex Fix T/F,27825
6362,225,27827,Tibia Lengthening,27827
6363,225,27860,Tripe Arthrodesis Ankle,27860
6364,225,27870,Arthodresis Left Ankle,27870
6365,225,27880,Modular Transtibial (BKA),27880
6366,225,27882,Above Knee Amputation (AKA),27882
6367,225,11047,Sequstrectomy Tibia,11047
6368,225,11400,Excision Biopsy Tibia,11400
6369,225,11442,Demoid Cyst Excision,11442
6370,225,20680,Sign Nail Removal Tibia,20680
6371,225,24925,Stump Closure Leg,24925
6372,225,24930,Soft Tissue-Stamp Revision,24930
6373,225,27535,Butress Tibia,27535
6374,225,27599,Surgical Debridement Tibia,27599
6375,225,27607,HTCO Tibia,27607
6376,225,27826,Ex Fix Tibia,27826
6377,225,27828,Butress Plate Distal,27828
6378,225,27871,Decortication EF Tibia,27871
6379,225,27888,Disarticulation - Ankle,27888
6380,225,29906,Arthroscopiy of Ankle Joint,29906
6381,225,29907,Debridemen of Ankle Arthroscopically,29907
6382,226,26538,Traction Skeletal(Adult),26538
6383,226,24538,Traction Skin (Children),24538
6384,226,23600,Distal Humeral Fracture Pop (Adults),23600
6385,226,29345,Above Knee Pop (Adult),29345
6386,226,29065,Above/Below Elbow Pop (Adult/Children),29065
6387,226,29325,Sarmieto Pop (Adults),29325
6388,226,29085,Below Elbow Pop (Children),29085
6389,226,29405,Below Knee Pop (Children/Adult),29405
6390,226,29450,Club Foot Pop (Children),29450
6391,226,29445,Contact/Cylinder Pop,29445
6392,226,29305,Sarmieto Pop (Children),29305
6393,227,11044,In Growing Nail Excision,11044
6394,227,27605,ETA and Pmr,27605
6395,227,27687,Bilateral PCT,27687
6396,227,27805,Ankle Foot Orthosis,27805
6397,227,27814,Open Reduction-Weber,27814
6398,227,27823,Open Reduction-Weber,27823
6399,227,28400,SD And Calcaneal and Pop,28400
6400,227,28445,Reconstruction-Talus,28445
6401,227,28645,Reconstruction-Calcaneum,28645
6402,227,28715,Tripe Arthropdesis Foot,28715
6403,227,28750,ARTHRODESIS OF MTPJ 2 and 3rd,28750
6404,227,28820,Amputation Fore/Mid /Hind Foot,28820
6405,227,28810,Disarticulation-Phallanges,28810
6406,227,29058,Fibre Glass Free Casting Tape,29058
6407,227,29899,Arthrodesis (Triple) Foot,29899
6408,227,29905,Synovectomy-Arthrotomy,29905
6409,227,32405,Trephene Needle Biopsy,32405
6410,227,11300,Excisional Biopsy Foot,11300
6411,227,26952,Poly Dactyl/Extra Digit Excision Foot,26952
6412,227,27122,Modified Girdle Stone Right,27122
6413,227,27606,ETA and Pmr-Clubfoot,27606
6414,227,28262,BIL ETA/PMR,28262
6415,227,28615,Orif-Calcaneum,28615
6416,227,28730,Athrodesis First and Second,28730
6417,228,90792,Psychiatric Diagnostic Evaluation,90792
6418,228,90791,Psychological Assessment,90791
6419,228,90832,"Individual Psychotherapy, 30mins",90832
6420,228,90834,"Individual Psychotherapy, 45 Mins",90834
6421,228,90837,"Individual Psychotherapy, 60 Mins",90837
6422,228,90838,Psychotherapy,90838
6423,228,90845,Psychoanalysis,90845
6424,228,90840,Psychotherapy for Crisis,90840
6425,228,90839,"Psychotherapy for Crisis, First 60 Minutes",90839
6426,228,96101,Psychological Testing,96101
6427,228,90846,Family/Couples psychotherapy,90846
6428,228,90847,"Family psychotherapy including patient, 50 minutes",90847
6429,228,90849,Multiple-Family Group Psychotherapy,90849
6430,228,90865,Injection of Hypnotic Drug for Psychiatric Diagnosis or Therapy,90865
6431,228,90875,"Biofeedback Training with Psychotherapy, 30 Minutes",90875
6432,228,90876,"Biofeedback Training with Psychotherapy, 45 Minutes",90876
6433,228,90853,Group Psychotherapy,90853
6434,228,99510,Home Visit for Counseling,99510
6435,228,90870,Electroconvulsive Therapy,90870
6436,228,90885,Psychiatric Review,90885
6437,228,90887,Explanation of Psychiatric Information,90887
6438,228,90889,Psychiatric Report Preparation,90889
6439,228,90899,Psychiatric Service or Procedure,90899
6440,228,96118,Neuropsychological Testing,96118
6441,228,96110,Developmental Screening,96110
6442,228,96111,Developmental Testing,96111
6443,228,96116,Neurobehaviour Assessment,96116
6444,228,95812,EEG 1 Hour,95812
6445,228,95813,EEG more than 1 Hour,95813
6446,228,95816,EEG Awake and Drowsy,95816
6447,228,95819,EEG Awake and Asleep,95819
6448,228,95827,EEG Overnight,95827
6449,229,57421,Biopsy of Vagina and Cervix using an Endoscope,57421
6450,229,57454,Biopsy and Scraping of the Cervix using an Endoscope,57454
6451,229,57455,Cone Biopsy of the Cervix and Vagina using an Endoscope,57455
6452,229,57511,Cryotherapy (Cervix),57511
6453,229,57460,Loop Electrosurgical Excision Procedure (LeEP),57460
6454,230,88142,Cervical Cancer Screening (Pap Smear),88142
6455,230,88143,Cervical Cancer Screening (VIA/VILI),88143
6456,231,96411,Chemotherapy Administration and Supervision,96411
6457,231,96405,"Intralesional Chemotherapy, up to and including 7 Lesions",96405
6458,231,96406,"Intralesional Chemotherapy, more than 7 Lesions",96406
6459,231,96402,Hormonal Anti-Neoplastic Chemotherapy Administration Beneath the Skin or into the Muscle,96402
6460,231,96409,Bolus Intravenous Chemotherapy Infusion (Using Push Technique),96409
6461,231,96413,Intravenous Chemotherapy Infusion up to 1 Hour,96413
6462,231,96415,Intravenous Chemotherapy Infusion,96415
6463,231,96521,Refilling and Maintenance of Portable Pumps.,96521
6464,231,96416,Prolonged Chemotherapy Infusion into a Vein by Portable or Implanted Pump more than 8 Hours,96416
6465,231,96417,Infusion of Different Chemotherapy Drug or Substance into a Vein up to 1 Hour,96417
6466,231,96420,Bolus Intra-Arterial Chemotherapy Infusion (Using Push Technique),96420
6467,231,96422,Infusion of Chemotherapy into an Artery up to 1 Hour,96422
6468,231,96423,Intra-Arterial Chemotherapy Infusion,96423
6469,231,96425,"Prolonged Chemotherapy Infusion into Artery by Portable or Implanted Pump, more",96425
6470,231,96440,Intrapleural Chemotherapy (Chemotherapy Delivery into the Chest Cavity),96440
6471,231,96446,Intraperitoneal Chemotherapy Infusion,96446
6472,231,96450,Intrathecal Chemotherapy Administration,96450
6473,232,77790,Supervision of Radiotherapy Delivery,77790
6474,232,77401,Superficial Radiotherapy (EG Skin & Post Keloidectomy),77401
6475,232,77280,Conventional Simulation (Simple),77280
6476,232,77285,Conventional Simulation (Complex),77285
6477,232,77290,CT Simulation Simple,77290
6478,232,77293,CT Simulation Complex (With Management of Respiratory Movement),77293
6479,232,77387,Image Guided Radiotherapy (IGRT) Delivery,77387
6480,232,77299,Radiotherapy Planning 2D,77299
6481,232,77295,Radiotherapy Planning 3d,77295
6482,232,77301,Management of Modulation Radiotherapy (IMRT) Planning,77301
6483,232,77386,Intensity Modulated Radiation Therapy (IMRT) Delivery,77386
6484,232,77306,Curative Radiotherapy 2D,77306
6485,232,77307,Palliative Radiotherapy 2D,77307
6486,232,77316,Curative Radiotherapy 3D,77316
6487,232,77317,Palliative Radiotherapy 3D,77317
6488,232,77318,Extended Local/Hemi Body Radiotherapy ( LHB & UHB RT),77318
6489,232,77331,Special Radiation Therapy Planning,77331
